Part Type,Manufacturer,Series,Part Name,HEM,In Shop,Part Ranking Score,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Frequency,Cores,Socket,Wattage,Can Overclock,Thermal Throttling,Voltage,Basic CPU Score,Score to value ratio,Default Memory Speed,% increase,Overclock Basic CPU Score,Overclock CPU score increase,Multiplier Step,Number of dies,Max Memory Channels,OC Base Voltage,OC Base Freq,CoreClockMultiplier,MemChannelsMultiplier,MemClockMultiplier,FinalAdjustment,DLC2 Random Jobs,Asset Path,Full Part Name
CPU,Ampere,Ampere Altra M Series,Altra Max M112-30,Y,Y,6829,6750,6250,36,90,,,3000,112,LGA 4926,230,Y,100,1.25,20352,19.7,3200,16.7,5768,17.09,1.0,2.0,4,1.7,5000,0.011677,4.878704,0.006093,-5.748113986577188,,Prefabs/Generic/CPU,Ampere Altra Max M112-30
CPU,Ampere,Ampere Altra M Series,Altra Max M112-30 (2P),Y,Y,9561,13500,12500,37,90,,,3000,224,LGA 4926 (2P),460,Y,100,1.25,28492,19.7,3200,16.7,5768,17.09,1.0,4.0,4,1.7,4800,0.011677,4.878704,0.006093,21.570006818791942,,Prefabs/Generic/CPU,Ampere Altra Max M112-30 (2P)
CPU,Ampere,Ampere Altra M Series,Altra Max M128-26,Y,Y,7533,7250,6750,37,25,,,2600,128,LGA 4926,175,Y,100,1.25,22448,19.7,3200,16.7,5768,17.09,1.0,2.0,4,1.7,4700,0.015558,4.878704,0.007255,-7.849401234899329,,Prefabs/Generic/CPU,Ampere Altra Max M128-26
CPU,Ampere,Ampere Altra M Series,Altra Max M128-26 (2P),Y,Y,10546,14500,13500,38,25,,,2600,256,LGA 4926 (2P),350,Y,100,1.25,31427,19.7,3200,16.7,5768,17.09,1.0,4.0,4,1.7,4500,0.015558,4.878704,0.007255,22.278786684563748,,Prefabs/Generic/CPU,Ampere Altra Max M128-26 (2P)
CPU,Ampere,Ampere Altra M Series,Altra Max M128-28,Y,Y,7684,7500,7000,37,50,,,2800,128,LGA 4926,220,Y,100,1.25,22899,19.7,3200,16.7,5768,17.09,1.0,2.0,4,1.7,4900,0.01575,4.878704,0.007255,-9.988534120805372,,Prefabs/Generic/CPU,Ampere Altra Max M128-28
CPU,Ampere,Ampere Altra M Series,Altra Max M128-28 (2P),Y,Y,10757,15000,14000,38,50,,,2800,256,LGA 4926 (2P),440,Y,100,1.25,32058,19.7,3200,16.7,5768,17.09,1.0,4.0,4,1.7,4700,0.01575,4.878704,0.007255,20.748378630872473,,Prefabs/Generic/CPU,Ampere Altra Max M128-28 (2P)
CPU,Ampere,Ampere Altra M Series,Altra Max M128-30,Y,Y,7808,7850,7415,37,85,,,3000,128,LGA 4926,240,Y,100,1.25,23268,19.7,3200,16.7,5768,17.09,1.0,2.0,4,1.7,5100,0.01632,4.878704,0.007255,-13.610279087248319,,Prefabs/Generic/CPU,Ampere Altra Max M128-30
CPU,Ampere,Ampere Altra M Series,Altra Max M128-30 (2P),Y,Y,10931,15700,14830,38,85,,,3000,256,LGA 4926 (2P),480,Y,100,1.25,32575,19.7,3200,16.7,5768,17.09,1.0,4.0,4,1.7,4900,0.01632,4.878704,0.007255,17.621935677852328,,Prefabs/Generic/CPU,Ampere Altra Max M128-30 (2P)
CPU,Ampere,Ampere Altra M Series,Altra Max M96-26,Y,Y,5511,5000,4450,35,1,,,2600,96,LGA 4926,155,Y,100,1.25,16423,19.7,3200,16.7,5768,17.09,1.0,2.0,4,1.7,4500,0.007528,4.878704,0.005093,-0.2744777449664433,,Prefabs/Generic/CPU,Ampere Altra Max M96-26
CPU,Ampere,Ampere Altra M Series,Altra Max M96-26 (2P),Y,Y,7715,10000,8900,36,1,,,2600,192,LGA 4926 (2P),310,Y,100,1.25,22992,19.7,3200,16.7,5768,17.09,1.0,4.0,4,1.7,4300,0.007528,4.878704,0.005093,21.769817557046977,,Prefabs/Generic/CPU,Ampere Altra Max M96-26 (2P)
CPU,Ampere,Ampere Altra M Series,Altra Max M96-28,Y,Y,5688,5250,4700,35,35,,,2800,96,LGA 4926,175,Y,100,1.25,16953,19.7,3200,16.7,5768,17.09,1.0,2.0,4,1.7,4700,0.007595,4.878704,0.005093,-0.18915425503356076,,Prefabs/Generic/CPU,Ampere Altra Max M96-28
CPU,Ampere,Ampere Altra M Series,Altra Max M96-28 (2P),Y,Y,7964,10500,9400,36,35,,,2800,192,LGA 4926 (2P),350,Y,100,1.25,23734,19.7,3200,16.7,5768,17.09,1.0,4.0,4,1.7,4500,0.007595,4.878704,0.005093,22.566550442953,,Prefabs/Generic/CPU,Ampere Altra Max M96-28 (2P)
CPU,Ampere,Ampere Altra M Series,Altra Max M96-30,Y,Y,5808,5500,4950,35,70,,,3000,96,LGA 4926,210,Y,100,1.25,17308,19.7,3200,16.7,5768,17.09,1.0,2.0,4,1.7,4800,0.007464,4.878704,0.005093,-0.122832322147646,,Prefabs/Generic/CPU,Ampere Altra Max M96-30
CPU,Ampere,Ampere Altra M Series,Altra Max M96-30 (2P),Y,Y,8131,11000,9900,36,70,,,3000,192,LGA 4926,420,Y,100,1.25,24231,19.7,3200,16.7,5768,17.09,1.0,4.0,4,1.7,4600,0.007464,4.878704,0.005093,23.108335677852338,,Prefabs/Generic/CPU,Ampere Altra Max M96-30 (2P)
CPU,Ampere,Ampere Altra M Series,Altra Max M96-32,Y,Y,5926,5750,5200,35,95,,,3200,96,LGA 4926,210,Y,100,1.25,17660,19.7,3200,16.7,5768,17.09,1.0,2.0,4,1.7,4900,0.008755,4.878704,0.005093,-4.56667103355705,,Prefabs/Generic/CPU,Ampere Altra Max M96-32
CPU,Ampere,Ampere Altra M Series,Altra Max M96-32 (2P),Y,Y,8296,11500,10400,36,95,,,3200,192,LGA 4926 (2P),420,Y,100,1.25,24724,19.7,3200,16.7,5768,17.09,1.0,4.0,4,1.7,4700,0.008755,4.878704,0.005093,19.13802695302013,,Prefabs/Generic/CPU,Ampere Altra Max M96-32 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q32-17,Y,Y,2655,1950,1550,27,1,,,1700,32,LGA 4926,45,Y,100,1.25,7914,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,2500,0.018741,4.878704,0.003393,-33.863207020134226,,Prefabs/Generic/CPU,Ampere Altra Q32-17
CPU,Ampere,Ampere Altra Q Series,Altra Q32-17 (2P),Y,Y,3717,3900,3100,28,1,,,1700,64,LGA 4926 (2P),90,Y,100,1.25,11079,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,2300,0.018741,4.878704,0.003393,-23.240388228187925,,Prefabs/Generic/CPU,Ampere Altra Q32-17 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q48-22,Y,Y,3195,2650,2150,27,85,,,2200,48,LGA 4926,85,Y,100,1.25,9523,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,2800,0.021765,4.878704,0.003393,-44.48717816107383,,Prefabs/Generic/CPU,Ampere Altra Q48-22
CPU,Ampere,Ampere Altra Q Series,Altra Q48-22 (2P),Y,Y,4473,5300,4300,28,85,,,2200,96,LGA 4926 (2P),170,Y,100,1.25,13332,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,2600,0.021765,4.878704,0.003393,-31.704627825503362,,Prefabs/Generic/CPU,Ampere Altra Q48-22 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q64-24,Y,Y,3885,3250,2650,28,35,,,2400,64,LGA 4926,95,Y,100,1.25,11580,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,3000,0.018745,4.878704,0.003393,-34.68949359731543,,Prefabs/Generic/CPU,Ampere Altra Q64-24
CPU,Ampere,Ampere Altra Q Series,Altra Q64-24 (2P),Y,Y,5440,6500,5300,29,35,,,2400,128,LGA 4926 (2P),190,Y,100,1.25,16211,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,2800,0.018745,4.878704,0.003393,-19.145869436241615,,Prefabs/Generic/CPU,Ampere Altra Q64-24 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q64-26,Y,Y,4013,3500,2900,28,95,,,2600,64,LGA 4926,125,Y,100,1.25,11961,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,3200,0.020105,4.878704,0.003393,-40.69597010738255,,Prefabs/Generic/CPU,Ampere Altra Q64-26
CPU,Ampere,Ampere Altra Q Series,Altra Q64-26 (2P),Y,Y,5619,7000,5800,29,95,,,2600,128,LGA 4926 (2P),250,Y,100,1.25,16745,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,3000,0.020105,4.878704,0.003393,-24.640936550335578,,Prefabs/Generic/CPU,Ampere Altra Q64-26 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q64-33,Y,Y,4395,3850,3250,29,95,,,3300,64,LGA 4926,220,Y,100,1.25,13099,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,4000,0.020395,4.878704,0.003393,-51.904389570469796,,Prefabs/Generic/CPU,Ampere Altra Q64-33
CPU,Ampere,Ampere Altra Q Series,Altra Q64-33 (2P),Y,Y,6153,7700,6500,30,95,,,3300,128,LGA 4926 (2P),440,Y,100,1.25,18338,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,3800,0.020395,4.878704,0.003393,-34.32512782550336,,Prefabs/Generic/CPU,Ampere Altra Q64-33 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q72-30,Y,Y,4811,4000,3400,30,25,,,3000,72,LGA 4926,195,Y,100,1.25,14337,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,4000,0.012571,4.878704,0.003393,-18.16281574496644,,Prefabs/Generic/CPU,Ampere Altra Q72-30
CPU,Ampere,Ampere Altra Q Series,Altra Q72-30 (2P),Y,Y,6735,8000,6800,31,25,,,3000,144,LGA 4926 (2P),390,Y,100,1.25,20071,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,3800,0.012571,4.878704,0.003393,1.081479557046979,,Prefabs/Generic/CPU,Ampere Altra Q72-30 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q80-23,Y,Y,5061,4250,3650,30,85,,,2300,80,LGA 4926,150,Y,100,1.25,15082,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,4100,0.007458,4.878704,0.004093,3.0305842550335615,,Prefabs/Generic/CPU,Ampere Altra Q80-23
CPU,Ampere,Ampere Altra Q Series,Altra Q80-23 (2P),Y,Y,7085,8500,7300,31,85,,,2300,160,LGA 4926 (2P),300,Y,100,1.25,21114,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,3900,0.007458,4.878704,0.004093,23.27487955704698,,Prefabs/Generic/CPU,Ampere Altra Q80-23 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q80-26,Y,Y,5144,4500,3800,31,25,,,2600,80,LGA 4926,175,Y,100,1.25,15331,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,4200,0.008854,4.878704,0.004093,-2.000845275167789,,Prefabs/Generic/CPU,Ampere Altra Q80-26
CPU,Ampere,Ampere Altra Q Series,Altra Q80-26 (2P),Y,Y,7202,9000,7600,32,25,,,2600,160,LGA 4926 (2P),350,Y,100,1.25,21463,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,4000,0.008854,4.878704,0.004093,18.577678214765093,,Prefabs/Generic/CPU,Ampere Altra Q80-26 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q80-30,Y,Y,5419,4850,4150,31,85,,,3000,80,LGA 4926,210,Y,100,1.25,16150,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,4400,0.01008,4.878704,0.004093,-6.472123127516779,,Prefabs/Generic/CPU,Ampere Altra Q80-30
CPU,Ampere,Ampere Altra Q Series,Altra Q80-30 (2P),Y,Y,7587,9700,8300,32,85,,,3000,160,LGA 4926 (2P),420,Y,100,1.25,22610,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,4200,0.01008,4.878704,0.004093,15.205729221476512,,Prefabs/Generic/CPU,Ampere Altra Q80-30 (2P)
CPU,Ampere,Ampere Altra Q Series,Altra Q80-33,Y,Y,5743,5100,4550,32,35,,,3300,80,LGA 4926,250,Y,100,1.25,17116,19.7,2666,16.7,5768,17.09,1.0,2.0,4,1.6,4600,0.00991,4.878704,0.004093,-5.6935123892617465,,Prefabs/Generic/CPU,Ampere Altra Q80-33
CPU,Ampere,Ampere Altra Q Series,Altra Q80-33 (2P),Y,Y,8041,10200,9100,33,35,,,3300,160,LGA 4926 (2P),500,Y,100,1.25,23962,19.7,2666,16.7,5768,17.09,1.0,4.0,4,1.6,4400,0.00991,4.878704,0.004093,17.280984255033545,,Prefabs/Generic/CPU,Ampere Altra Q80-33 (2P)
CPU,Intel,Intel Celeron,Celeron G3900,,Y,295,45,15,1,1,1.0,,2800,2,LGA 1151 (Skylake),51,,100,1.1,879,19.5,2133,0.0,879,0.0,0.0,1.0,2,1.6,2800,0.006022,0.318855,0.000614,-15.8576,,Prefabs/CPU/Intel/CPU_Intel_Celeron,Intel Celeron G3900
CPU,Intel,Intel Celeron,Celeron G3930,,Y,483,40,13,5,1,1.0,,2900,2,LGA 1151 (Kaby Lake),51,,100,1.0,1440,36.0,2133,0.0,1440,0.0,0.0,1.0,2,1.55,2900,0.00055,0.163871,0.000266,2.345235,,Prefabs/CPU/Intel/CPU_Intel_Celeron,Intel Celeron G3930
CPU,Intel,Intel Celeron,Celeron G3950,,Y,489,60,20,5,20,1.0,,3000,2,LGA 1151 (Kaby Lake),51,,100,1.0,1457,24.3,2133,0.0,1457,0.0,0.0,1.0,2,1.55,3000,0.00055,0.163871,0.000266,2.345235,,Prefabs/CPU/Intel/CPU_Intel_Celeron,Intel Celeron G3950
CPU,Intel,Intel Celeron,Celeron G5900,,Y,335,50,17,32,1,1.9,PC,3400,2,LGA 1200,58,,100,1.0,1000,20.0,2666,0.0,1000,0.0,0.0,1.0,2,1.6,3400,0.0002456,0.413108,0.002032,-3.72012,,Prefabs/CPU/Intel/CPU_Intel_Celeron,Intel Celeron G5900
CPU,Intel,Intel Celeron,Celeron G5920,,Y,338,55,18,32,1,1.9,PC,3500,2,LGA 1200,58,,100,1.0,1008,18.3,2666,0.0,1008,0.0,0.0,1.0,2,1.6,3500,0.0002456,0.413108,0.002032,-3.72012,,Prefabs/CPU/Intel/CPU_Intel_Celeron,Intel Celeron G5920
CPU,Intel,Intel Core i3,Core i3-10100,,Y,1664,250,83,32,1,1.9,PC,4300,4,LGA 1200,65,,100,1.1,4960,19.8,2666,0.0,4960,0.0,0.0,1.0,2,1.6,4300,0.00347,2.068054,0.000897,-4.80376,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-10100
CPU,Intel,Intel Core i3,Core i3-10300,,Y,1699,280,93,32,1,1.9,PC,4400,4,LGA 1200,65,,100,1.1,5063,18.1,2666,0.0,5063,0.0,0.0,1.0,2,1.6,4400,0.00347,2.068054,0.000897,-4.80376,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-10300
CPU,Intel,Intel Core i3,Core i3-10320,,Y,1768,310,103,32,1,1.9,PC,4600,4,LGA 1200,65,,100,1.1,5270,17.0,2666,0.0,5270,0.0,0.0,1.0,2,1.6,4600,0.00347,2.068054,0.000897,-4.80376,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-10320
CPU,Intel,Intel Core i3,Core i3-6100,,Y,792,105,35,2,1,1.0,,3700,2,LGA 1151 (Skylake),51,,100,1.2,2362,22.5,2133,0.0,2362,0.0,0.0,1.0,2,1.7,3700,0.00094,0.40477,0.000346,2.90125,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-6100
CPU,Intel,Intel Core i3,Core i3-6100T,,Y,745,90,30,2,1,1.0,,3200,2,LGA 1151 (Skylake),35,,100,1.2,2222,24.7,2133,0.0,2222,0.0,0.0,1.0,2,1.7,3200,0.00094,0.40477,0.000346,2.90125,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-6100T
CPU,Intel,Intel Core i3,Core i3-6300,,Y,802,110,37,2,1,1.0,,3800,2,LGA 1151 (Skylake),51,,100,1.2,2390,21.7,2133,0.0,2390,0.0,0.0,1.0,2,1.7,3800,0.00094,0.40477,0.000346,2.90125,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-6300
CPU,Intel,Intel Core i3,Core i3-6300T,Y,Y,755,90,37,2,25,,,3300,2,LGA 1151 (Skylake),35,,100,1.2,2250,21.7,2133,0.0,2390,0.0,0.0,1.0,2,1.7,3800,0.00094,0.40477,0.000346,2.90125,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-6300T
CPU,Intel,Intel Core i3,Core i3-6320,,Y,811,115,38,2,1,1.0,,3900,2,LGA 1151 (Skylake),51,,100,1.2,2418,21.0,2133,0.0,2418,0.0,0.0,1.0,2,1.7,3900,0.00094,0.40477,0.000346,2.90125,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-6320
CPU,Intel,Intel Core i3,Core i3-7100,,Y,833,120,40,12,1,1.0,,3900,2,LGA 1151 (Kaby Lake),51,,100,1.2,2483,20.7,2400,0.0,2483,0.0,0.0,1.0,2,1.7,3900,0.001814,0.494913,0.000509,-0.9511,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-7100
CPU,Intel,Intel Core i3,Core i3-7100T,Y,Y,742,100,43,12,15,,,3400,2,LGA 1151 (Kaby Lake),35,,100,1.2,2213,20.7,2400,0.0,2483,0.0,0.0,1.0,2,1.7,3900,0.001814,0.494913,0.000509,-0.9511,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-7100T
CPU,Intel,Intel Core i3,Core i3-7300,,Y,851,125,42,12,1,1.0,,4000,2,LGA 1151 (Kaby Lake),51,,100,1.2,2537,20.3,2400,0.0,2537,0.0,0.0,1.0,2,1.7,4000,0.001814,0.494913,0.000509,-0.9511,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-7300
CPU,Intel,Intel Core i3,Core i3-7300T,Y,Y,760,105,32,12,25,,,3500,2,LGA 1151 (Kaby Lake),35,,100,1.2,2267,20.3,2400,0.0,2537,0.0,0.0,1.0,2,1.7,4000,0.001814,0.494913,0.000509,-0.9511,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-7300T
CPU,Intel,Intel Core i3,Core i3-7320,,Y,869,130,43,12,10,1.0,,4100,2,LGA 1151 (Kaby Lake),51,,100,1.2,2591,19.9,2400,0.0,2591,0.0,0.0,1.0,2,1.7,4100,0.001814,0.494913,0.000509,-0.9511,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-7320
CPU,Intel,Intel Core i3,Core i3-7350K,,Y,887,135,45,13,1,1.0,,4200,2,LGA 1151 (Kaby Lake),60,Y,100,1.2,2645,19.6,2400,16.7,3024,14.33,1.0,1.0,2,1.55,4900,0.001814,0.494913,0.000509,-0.9511,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-7350K
CPU,Intel,Intel Core i3,Core i3-8100,,Y,1202,170,57,15,1,1.0,,3600,4,LGA 1151 (Coffee Lake),65,,100,1.15,3583,21.1,2400,0.0,3583,0.0,0.0,1.0,2,1.65,3600,0.002553,0.782394,0.000508,0.049671,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-8100
CPU,Intel,Intel Core i3,Core i3-8100T,Y,Y,1074,150,47,15,15,,,3100,4,LGA 1151 (Coffee Lake),35,,100,1.15,3202,21.1,2400,0.0,3583,0.0,0.0,1.0,2,1.65,3600,0.002553,0.782394,0.000508,0.049671,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-8100T
CPU,Intel,Intel Core i3,Core i3-8350K,,Y,1304,195,65,15,1,1.0,,4000,4,LGA 1151 (Coffee Lake),91,Y,100,1.2,3887,19.9,2400,25.0,4648,19.58,1.0,1.0,2,1.55,5000,0.002553,0.782394,0.000508,0.049671,,Prefabs/CPU/Intel/CPU_Intel_Core_i3,Intel Core i3-8350K
CPU,Intel,Intel Core i5,Core i5-10400,,Y,2422,350,117,32,20,1.9,PC,4300,6,LGA 1200,65,,100,1.1,7218,20.6,2666,0.0,7218,0.0,0.0,1.0,2,1.6,4300,0.004088,3.456004,0.001699,-4.79795,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-10400
CPU,Intel,Intel Core i5,Core i5-10500,,Y,2503,390,130,32,20,1.9,PC,4500,6,LGA 1200,65,,100,1.2,7461,19.1,2666,0.0,7461,0.0,0.0,1.0,2,1.6,4500,0.004088,3.456004,0.001699,-4.79795,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-10500
CPU,Intel,Intel Core i5,Core i5-10600,,Y,2626,430,143,32,40,1.9,PC,4800,6,LGA 1200,65,,100,1.2,7827,18.2,2666,0.0,7827,0.0,0.0,1.0,2,1.65,4800,0.004088,3.456004,0.001699,-4.79795,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-10600
CPU,Intel,Intel Core i5,Core i5-10600K,,Y,2626,440,147,32,40,1.9,PC,4800,6,LGA 1200,95,Y,100,1.25,7827,17.8,2666,4.2,8070,3.1,1.0,1.0,2,1.65,5000,0.004088,3.456004,0.001699,-4.79795,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-10600K
CPU,Intel,Intel Core i5,Core i5-11400,,Y,2749,500,167,34,1,1.12,,4400,6,LGA 1200,65,,100,1.35,8193,16.4,3200,0.0,8193,0.0,0.0,1.0,2,1.85,4400,0.005091,5.748322,0.002166,-13.332,,v1_12_0/Prefabs/CPU/Intel/CPU_Intel_Core_i5-11400,Intel Core i5-11400
CPU,Intel,Intel Core i5,Core i5-11400F,,Y,2749,500,167,34,1,1.12,,4400,6,LGA 1200,65,,100,1.35,8193,16.4,3200,0.0,8193,0.0,0.0,1.0,2,1.85,4400,0.005091,5.748322,0.002166,-13.332,,v1_12_0/Prefabs/CPU/Intel/CPU_Intel_Core_i5-11400F,Intel Core i5-11400F
CPU,Intel,Intel Core i5,Core i5-11500,,Y,2851,550,183,34,1,1.12,,4600,6,LGA 1200,65,,100,1.35,8497,15.4,3200,0.0,8497,0.0,0.0,1.0,2,1.85,4600,0.005091,5.748322,0.002166,-13.332,,v1_12_0/Prefabs/CPU/Intel/CPU_Intel_Core_i5-11500,Intel Core i5-11500
CPU,Intel,Intel Core i5,Core i5-11600,,Y,2953,600,200,34,1,1.12,,4800,6,LGA 1200,65,,100,1.35,8800,14.7,3200,0.0,8800,0.0,0.0,1.0,2,1.85,4800,0.005091,5.748322,0.002166,-13.332,,v1_12_0/Prefabs/CPU/Intel/CPU_Intel_Core_i5-11600,Intel Core i5-11600
CPU,Intel,Intel Core i5,Core i5-11600K,,Y,3004,700,233,34,1,1.12,,4900,6,LGA 1200,125,Y,100,1.35,8952,12.8,3200,2.0,9104,1.7,0.25,1.0,2,1.85,5000,0.005091,5.748322,0.002166,-13.332,,v1_12_0/Prefabs/CPU/Intel/CPU_Intel_Core_i5-11600K,Intel Core i5-11600K
CPU,Intel,Intel Core i5,Core i5-11600KF,,Y,3004,700,233,34,1,1.12,,4900,6,LGA 1200,125,Y,100,1.35,8952,12.8,3200,3.1,9180,2.55,0.25,1.0,2,1.85,5050,0.005091,5.748322,0.002166,-13.332,,v1_12_0/Prefabs/CPU/Intel/CPU_Intel_Core_i5-11600KF,Intel Core i5-11600KF
CPU,Intel,Intel Core i5,Core i5-11720X,Y,Y,3306,800,425,33,1,,,4600,6,LGA 2566,150,Y,100,1.35,9853,7.4,4800,2.1,11888,0.05,1.0,2.0,4,1.75,5000,0.013206,4.014958,0.007794,-81.15487361073826,,Prefabs/CPU/Intel/CPU_Intel_Core_i5X,Intel Core i5-11720X
CPU,Intel,Intel Core i5,Core i5-11760X,Y,Y,3576,950,575,33,35,,,4600,8,LGA 2566,160,Y,100,1.35,10658,7.4,4800,2.1,11888,0.05,1.0,2.0,4,1.75,5000,0.013356,4.014958,0.007994,-80.10353132885905,,Prefabs/CPU/Intel/CPU_Intel_Core_i5X,Intel Core i5-11760X
CPU,Intel,Intel Core i5,Core i5-6400,,Y,1079,155,52,2,1,1.0,,3300,4,LGA 1151 (Skylake),65,,100,1.25,3216,20.7,2133,0.0,3216,0.0,0.0,1.0,2,1.75,3300,0.002468,0.959185,0.00121,-1.85001,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-6400
CPU,Intel,Intel Core i5,Core i5-6400T,Y,Y,955,155,52,2,1,,,2800,4,LGA 1151 (Skylake),35,,100,1.2,2848,20.7,2133,0.0,3216,0.0,0.0,1.0,2,1.75,3300,0.002468,0.959185,0.00121,-1.85001,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-6400T
CPU,Intel,Intel Core i5,Core i5-6500,,Y,1153,165,55,2,1,1.0,,3600,4,LGA 1151 (Skylake),65,,100,1.25,3437,20.8,2133,0.0,3437,0.0,0.0,1.0,2,1.75,3600,0.002468,0.959185,0.00121,-1.85001,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-6500
CPU,Intel,Intel Core i5,Core i5-6500T,Y,Y,1030,145,45,2,15,,,3100,4,LGA 1151 (Skylake),35,,100,1.2,3069,20.8,2133,0.0,3437,0.0,0.0,1.0,2,1.75,3100,0.002468,0.959185,0.00121,-1.85001,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-6500T
CPU,Intel,Intel Core i5,Core i5-6600,,Y,1227,175,58,2,1,1.0,,3900,4,LGA 1151 (Skylake),65,,100,1.25,3657,20.9,2133,0.0,3657,0.0,0.0,1.0,2,1.75,3900,0.002468,0.959185,0.00121,-1.85001,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-6600
CPU,Intel,Intel Core i5,Core i5-6600K,,Y,1227,180,60,2,1,1.0,,3900,4,LGA 1151 (Skylake),91,Y,100,1.25,3657,20.3,2133,20.5,4246,16.11,1.0,1.0,2,1.55,4700,0.002468,0.959185,0.00121,-1.85001,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-6600K
CPU,Intel,Intel Core i5,Core i5-6600T,Y,Y,1128,155,58,2,25,,,3500,4,LGA 1151 (Skylake),35,,100,1.2,3363,20.9,2133,0.0,3657,0.0,0.0,1.0,2,1.75,3900,0.002468,0.959185,0.00121,-1.85001,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-6600T
CPU,Intel,Intel Core i5,Core i5-7400,,Y,1214,170,57,12,1,1.0,,3500,4,LGA 1151 (Kaby Lake),65,,100,1.2,3620,21.3,2400,0.0,3620,0.0,0.0,1.0,2,1.7,3500,0.001886,1.278305,0.001309,-0.14993,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-7400
CPU,Intel,Intel Core i5,Core i5-7400T,Y,Y,1120,150,57,12,20,,,3000,4,LGA 1151 (Kaby Lake),35,,100,1.2,3339,21.3,2400,0.0,3620,0.0,0.0,1.0,2,1.7,3500,0.001886,1.278305,0.001309,-0.14993,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-7400T
CPU,Intel,Intel Core i5,Core i5-7500,,Y,1271,180,60,12,30,1.0,,3800,4,LGA 1151 (Kaby Lake),65,,100,1.2,3789,21.1,2400,0.0,3789,0.0,0.0,1.0,2,1.7,3800,0.001886,1.278305,0.001309,-0.14993,,Prefabs/CPU/Intel/CPU_Intel_Core_i5,Intel Core i5-7500
