Part Type,Chipset Brand,Chipset Series,Chipset,Manufacturer,Part Name,HEM,In Shop,Part Ranking Score,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,VRAM (GB),GPU Tuner Min Core Freq,Base Core Freq,OC Base Core Freq,Max Core Freq,GPU Tuner Min Mem Freq,Base Mem Freq,OC Base Mem Freq,Max Mem Freq,Length,Wattage,Multi-GPU,Slot Size,GPU Thermal Throttling,GPU % Power Increase,Power Connectors,Rigid SLI Bridge Model,Score to value ratio,Target STV ratio,Single GPU Graphics Score,Double GPU Graphics Score,Dual GPU performance increase,OC Single GPU score,OC Double GPU score,GT1 Single Core Clock Multiplier,GT1 Single Mem Clock Multiplier,GT1 Single Benchmark Adjustment,GT2 Single Core Clock Multiplier,GT2 Single Mem Clock Multiplier,GT2 Single Benchmark Adjustment,GT1 Dual Core Clock Multiplier,GT1 Dual Mem Clock Multiplier,GT1 Dual Benchmark Adjustment,GT2 Dual Core Clock Multiplier,GT2 Dual Mem Clock Multiplier,GT2 Dual Benchmark Adjustment,Normal GPU max clock,Normal GPU Max mem clock,Boost Multiplier,Score increase,Is AIO,Next Part ID In Combo,Exclude From Random Jobs,DLC2 Random Jobs,Chipset Series Sort,Asset Path,Full Part Name
GPU,NVIDIA GeForce,GTX 1600,GeForce GTX 1660 Ti,ZOTAC,GeForce GTX 1660 Ti AMP,,Y,3898,540,180,29,1,1.6,PC,,6,1720,1860,1900,2000,700,1500,2000,2300,210,120,,2.5,95,20,8-pin,,11.1,11.0,5985,0.0,,6277.0,0.0,0.022363,0.001961,-5.55492,0.022115,0.0016,-9.21936,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,104,Prefabs/GPU/ZOTAC/GPU_GeForce_GTX1660TiAMP,ZOTAC GeForce GTX 1660 Ti AMP
GPU - Water,NVIDIA GeForce,GTX 1600,GeForce GTX 1660 Ti,NVIDIA,GeForce GTX 1660 Ti | EKWB EK-FC Plexi,Y,,4482,680,275,29,85,,,,6,1390,1945,2250,2500,0,1500,2450,3000,258,155,,2.0,98,20,8-pin,GTX,8.4,,7000,0.0,1.882601880877743,,,0.023363,0.001961,-3.55492,0.023115,0.002,-7.21936,0.0,0.0,0.0,0.0,0.0,0.0,2150.0,2350.0,5.2,5.0,,,,,104,Prefabs/GPU/EKWB/EKWB_Watercooled_1070ti_GPU_Clear,NVIDIA GeForce GTX 1660 Ti | EKWB EK-FC Plexi
GPU - Water,NVIDIA GeForce,GTX 1600,GeForce GTX 1660 Ti,NVIDIA,GeForce GTX 1660 Ti | EKWB EK-FC Plexi RGB,Y,,4482,725,285,29,95,,,RGB,6,1390,1945,2250,2500,0,1500,2450,3000,258,155,,2.0,98,20,8-pin,GTX,8.4,,7000,0.0,1.882601880877743,,,0.023363,0.001961,-3.55492,0.023115,0.002,-7.21936,0.0,0.0,0.0,0.0,0.0,0.0,2150.0,2350.0,5.1,5.0,,,,,104,Prefabs/GPU/EKWB/EKWB_Watercooled_1070_GPU_RGB,NVIDIA GeForce GTX 1660 Ti | EKWB EK-FC Plexi RGB
GPU,NVIDIA GeForce,RTX 2000,GeForce GTX 2080 Ti,MSI,GeForce RTX 2080 Ti Titanium 11G,Y,Y,7026,1200,651,26,25,,,RGB,11,920,1560,1980,2200,1500,1800,1950,2100,279,245,SLI,2.0,95,20,8-pin + 6-pin,GTX,10.5,10.5,10868,19870.0,1.882601880877743,7395.0,14160.0,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,,,,105,Prefabs/GPU/MSI/MSI_GTX1070Ti_TITANIUM_9G,MSI GeForce RTX 2080 Ti Titanium 11G
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2060,Colorful,iGame GeForce RTX 2060 Ultra,,Y,4435,595,198,22,80,1.11,PC,RGB,6,1520,1710,1800,1900,1500,1750,1850,2000,310,160,,2.0,95,20,8-pin,RTX,11.5,11.5,6837,0.0,,7247.0,0.0,0.020379,0.007751,-4.05566,0.0195776,0.006437,-5.41838,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2060_Ultra,Colorful iGame GeForce RTX 2060 Ultra
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2060,Colorful,iGame GeForce RTX 2060 Ultra OC-V,,Y,4527,605,202,22,80,1.11,PC,RGB,6,1610,1755,1800,1900,1500,1750,1850,2000,315,160,,2.5,95,20,8-pin + 8-pin,RTX,11.5,11.5,6984,0.0,,7247.0,0.0,0.020379,0.007751,-4.05566,0.0195776,0.006437,-5.41838,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2060_Ultra_OC-V,Colorful iGame GeForce RTX 2060 Ultra OC-V
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2060,EVGA,GeForce RTX 2060 SC ULTRA GAMING,,Y,4527,605,202,22,1,1.9,PC,,6,1610,1755,1800,1900,1500,1750,1850,2000,268,160,,2.0,95,20,8-pin,,11.5,11.5,6984,0.0,,7247.0,0.0,0.020379,0.007751,-4.05566,0.0195776,0.006437,-5.41838,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_9_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2060_SC_Ultra_Gaming,EVGA GeForce RTX 2060 SC ULTRA GAMING
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2060,NVIDIA,GeForce RTX 2060 Founders Edition,,Y,4374,590,197,22,1,1.4,PC,Green,6,1460,1680,1800,1900,1500,1750,1850,2000,229,160,,2.0,95,20,8-pin,,11.4,11.5,6738,0.0,,7247.0,0.0,0.020379,0.007751,-4.05566,0.0195776,0.006437,-5.41838,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/NVidia/GPU_Nvidia_RTX_2060,NVIDIA GeForce RTX 2060 Founders Edition
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,ASUS,ROG STRIX GeForce RTX 2060 SUPER Series,,Y,5382,750,250,28,1,1.6,PC,RGB,8,1620,1860,2000,2100,1500,1750,1900,2000,300,160,,2.5,95,20,8-pin + 8-pin,RTX,11.1,10.5,8334,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/ASUS/GPU_ASUS_ROG_Strix_GeForce_RTX2060_Super,ASUS ROG STRIX GeForce RTX 2060 SUPER Series
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,Colorful,iGame GeForce RTX 2060 SUPER Ultra-V,,Y,4680,630,210,28,80,1.11,PC,RGB,8,1100,1650,2000,2200,1500,1750,1900,2000,310,160,,2.5,95,20,8-pin + 8-pin,,11.5,11.5,7222,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_COLORFUL_IGAME_GEFORCE_RTX_2060_SUPER_ULTRA-V,Colorful iGame GeForce RTX 2060 SUPER Ultra-V
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,EVGA,GeForce RTX 2060 SUPER XC BLACK GAMING,,Y,4680,630,210,28,80,1.7,PC,RGB,8,1100,1650,2000,2200,1500,1750,1900,2000,270,160,,2.0,95,20,8-pin + 8-pin,,11.5,11.5,7222,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2060_SuperXC_Black_Gaming,EVGA GeForce RTX 2060 SUPER XC BLACK GAMING
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,GIGABYTE,AORUS GeForce RTX 2060 SUPER 8G,,Y,5332,740,247,28,32,1.7,PC,RGB,8,1590,1845,2000,2100,1500,1750,1900,2000,290,160,,2.5,95,20,8-pin + 8-pin,RTX,11.2,11.0,8255,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/GigaByte/GPU_Gigabyte_Aorus_RTX2060_Super,GIGABYTE AORUS GeForce RTX 2060 SUPER 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,GIGABYTE,GeForce RTX 2060 SUPER WINDFORCE OC 8G,,Y,4781,680,227,28,35,1.7,PC,,8,1160,1680,2000,2200,1500,1750,1900,2000,265,160,,2.0,95,20,8-pin,RTX,10.9,11.0,7381,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/GigaByte/GPU_Gigabyte_GeForce_RTX_2060_Super_Windforce_OC8G,GIGABYTE GeForce RTX 2060 SUPER WINDFORCE OC 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,MSI,GeForce RTX 2060 SUPER ARMOR OC,,Y,4781,615,205,28,60,1.9,PC,RGB,8,1160,1680,2000,2200,1500,1750,1900,2000,250,160,,2.0,95,20,8-pin,RTX,12.0,12.0,7381,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2060_Super_Armor_OC,MSI GeForce RTX 2060 SUPER ARMOR OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,MSI,GeForce RTX 2060 SUPER GAMING X,,Y,4831,620,207,28,60,1.9,PC,,8,1190,1695,2000,2200,1500,1750,1900,2000,248,160,,2.5,95,20,8-pin,RTX,12.0,12.0,7460,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2060_Super_Gaming_X,MSI GeForce RTX 2060 SUPER GAMING X
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,MSI,GeForce RTX 2060 SUPER Ventus GP OC,,Y,4731,610,203,28,60,1.9,PC,,8,1130,1665,2000,2200,1500,1750,1900,2000,232,160,,2.0,95,20,8-pin,RTX,12.0,12.0,7301,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2060_Super_Ventus_GP_OC,MSI GeForce RTX 2060 SUPER Ventus GP OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,ZOTAC,GAMING GeForce RTX 2060 SUPER Amp Extreme,,Y,4881,650,217,28,30,1.7,PC,RGB,8,1220,1710,2000,2200,1500,1750,1900,2000,308,160,,2.5,95,20,8-pin + 6-pin,,11.6,11.5,7540,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2060_Super_AMP_Extreme,ZOTAC GAMING GeForce RTX 2060 SUPER Amp Extreme
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2060 Super,ZOTAC,GAMING GeForce RTX 2060 SUPER Mini,,Y,4781,615,205,28,30,1.7,PC,,8,1160,1680,2000,2200,1500,1750,1900,2000,229,160,,2.5,95,20,8-pin,,11.0,11.5,7381,0.0,,9076.0,0.0,0.033406,0.0,-8.31091,0.031225,0.0,-9.94372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2060_Super_Mini,ZOTAC GAMING GeForce RTX 2060 SUPER Mini
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,Colorful,iGame GeForce RTX 2070 Ultra OC-V,,Y,5085,710,237,23,80,1.11,PC,RGB,8,1320,1710,1960,2100,1500,1750,1900,2000,315,175,,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,7826,0.0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2070_Ultra_OC-V,Colorful iGame GeForce RTX 2070 Ultra OC-V
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,Colorful,iGame GeForce RTX 2070 Vulcan X OC-V,,Y,5425,760,253,23,80,1.11,PC,RGB,8,1530,1815,1960,2100,1500,1750,1900,2000,318,175,,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,8372,0.0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_IGame_GeForce_RTX_2070_Vulcan_X_OC_V,Colorful iGame GeForce RTX 2070 Vulcan X OC-V
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,EVGA,GeForce RTX 2070 FTW3 ULTRA GAMING,,Y,5425,825,275,23,40,1.1,,RGB,8,1530,1815,1960,2100,1500,1750,1900,2000,302,175,,3.0,95,20,8-pin + 8-pin,,10.1,10.5,8372,0.0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/EVGA/GPU_EVGA_GEFORCE_RTX_2070,EVGA GeForce RTX 2070 FTW3 ULTRA GAMING
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,GIGABYTE,AORUS GeForce RTX 2070 XTREME 8G,,Y,5433,830,277,23,80,1.1,,RGB,8,1530,1815,1960,2100,1536,1768,1900,2000,290,175,,2.5,95,20,8-pin + 8-pin,,10.1,10.5,8382,0.0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2070,GIGABYTE AORUS GeForce RTX 2070 XTREME 8G
GPU,NVIDIA GeForce,RTX 2000,Geforce RTX 2070,NVIDIA,GeForce RTX 2070 Founders Edition,,Y,4794,730,243,23,1,1.0,,Green,8,1040,1620,1960,2200,1500,1750,1900,2000,229,175,,2.0,95,20,8-pin,,10.1,10.5,7359,0.0,,9212.0,0.0,0.032361,0.00444,-12.2516,0.030916,0.002867,-12.9272,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105,Prefabs/GPU/NVidia/GPU_Nvidia_RTX_2070,NVIDIA GeForce RTX 2070 Founders Edition
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,ASUS,ROG STRIX GeForce RTX 2070 SUPER Series,,Y,6365,950,317,28,30,1.6,PC,RGB,8,1770,1935,2000,2100,1400,1750,1950,2100,300,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.5,10.5,9956,16949.0,1.702390518280434,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,Prefabs/GPU/ASUS/GPU_ASUS_ROG_Strix_GeForce_RTX2070_Super,ASUS ROG STRIX GeForce RTX 2070 SUPER Series
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,Colorful,iGame GeForce RTX 2070 SUPER Vulcan OC-V,,Y,5930,845,282,28,80,1.11,PC,RGB,8,1530,1815,2000,2100,1400,1750,1950,2100,318,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,9271,14054.0,1.5159098263402007,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2070_SUPER_Vulcan_X_OC-V,Colorful iGame GeForce RTX 2070 SUPER Vulcan OC-V
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,Colorful,iGame GeForce RTX 2070 SUPER Vulcan X OC-V,,Y,6257,890,297,28,80,1.11,PC,RGB,8,1710,1905,2000,2100,1400,1750,1950,2100,318,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,9785,16230.0,1.658661216147164,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2070_SUPER_Vulcan_X_OC-V,Colorful iGame GeForce RTX 2070 SUPER Vulcan X OC-V
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,EVGA,GeForce RTX 2070 SUPER FTW3 ULTRA+,,Y,5930,805,268,28,50,1.9,PC,RGB,8,1530,1815,2000,2100,1400,1750,1950,2100,302,215,SLI,3.0,95,20,8-pin + 8-pin,RTX,11.5,11.5,9271,14054.0,1.5159098263402007,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_9_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2070_SUPER_FTW3_ULTRA+,EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,EVGA,GeForce RTX 2070 SUPER XC ULTRA,,Y,5876,840,280,28,80,1.7,PC,RGB,8,1400,1800,2000,2200,1400,1750,1950,2100,269,215,SLI,3.0,95,20,8-pin + 6-pin,RTX,10.9,11.0,9186,13687.0,1.4899847594165034,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_7_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2070_SuperXC_Ultra_Overclocked,EVGA GeForce RTX 2070 SUPER XC ULTRA
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,GIGABYTE,AORUS GeForce RTX 2070 SUPER 8G,,Y,6257,950,317,28,45,1.7,PC,RGB,8,1710,1905,2000,2100,1400,1750,1950,2100,290,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.3,10.5,9785,16230.0,1.658661216147164,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_7_0/Prefabs/GPU/GigaByte/GPU_Gigabyte_Aorus_RTX2070_Super,GIGABYTE AORUS GeForce RTX 2070 SUPER 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,GIGABYTE,GeForce RTX 2070 SUPER GAMING OC WHITE 8G,,Y,5930,950,317,28,30,1.6,PC,RGB,8,1530,1815,2000,2100,1400,1750,1950,2100,287,215,SLI,2.0,95,20,8-pin + 6-pin,RTX,9.8,10.5,9271,14054.0,1.5159098263402007,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,Prefabs/GPU/GigaByte/GPU_Gigabyte_Geforce_RTX2070_SuperGaming_OC_White_8GB,GIGABYTE GeForce RTX 2070 SUPER GAMING OC WHITE 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,MSI,GeForce RTX 2070 SUPER GAMING X,,Y,5876,800,267,28,60,1.9,PC,RGB,8,1400,1800,2000,2200,1400,1750,1950,2100,297,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.5,11.5,9186,13687.0,1.4899847594165034,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2070_Super_Gaming_X,MSI GeForce RTX 2070 SUPER GAMING X
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,MSI,GeForce RTX 2070 SUPER GAMING X Trio,,Y,5876,800,267,28,60,1.9,PC,RGB,8,1400,1800,2000,2200,1400,1750,1950,2100,328,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.5,11.5,9186,13687.0,1.4899847594165034,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2070_Super_Gaming_X_TRIO,MSI GeForce RTX 2070 SUPER GAMING X Trio
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,MSI,GeForce RTX 2070 Super Titanium 8G,Y,Y,5876,850,173,23,90,,,RGB,8,1500,1800,1960,2100,1500,1750,1900,2000,279,215,SLI,2.0,95,25,8-pin + 6-pin,GTX,10.5,10.5,9186,13687.0,1.902601880877743,7395.0,14160.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,Prefabs/GPU/MSI/MSI_GTX1070Ti_TITANIUM_9G,MSI GeForce RTX 2070 Super Titanium 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,MSI,GeForce RTX 2070 SUPER Ventus GP OC,,Y,5822,790,263,28,60,1.9,PC,,8,1370,1785,2000,2200,1400,1750,1950,2100,258,215,SLI,2.0,95,20,8-pin + 6-pin,RTX,11.5,11.5,9100,13320.0,1.4637362637362636,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2070_Super_Ventus_GP_OC,MSI GeForce RTX 2070 SUPER Ventus GP OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,ZOTAC,GAMING GeForce RTX 2070 SUPER Mini,,Y,5441,740,247,28,30,1.7,PC,White,8,1160,1680,2000,2200,1400,1750,1950,2100,229,215,SLI,2.0,95,20,8-pin + 6-pin,RTX,11.5,11.5,8501,10705.0,1.2592636160451711,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2070_Super_Mini,ZOTAC GAMING GeForce RTX 2070 SUPER Mini
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,Colorful,iGame GeForce RTX 2080 Advanced-V,,Y,6096,860,287,25,60,1.9,PC,RGB,8,1320,1710,1960,2100,1300,1750,2000,2200,315,215,SLI,2.5,95,20,8-pin + 6-pin,RTX,11.0,11.0,9459,16411.0,1.73496141241146,11222.0,20300.0,0.033804,0.01013,-14.5626,0.032748,0.009282,-17.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-53.8782,,,,,,,,,105,v1_9_0/Prefabs/GPU/Colorful/GPU_Colourful_iGame_GeForce_RTX_2080_Advanced-V,Colorful iGame GeForce RTX 2080 Advanced-V
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,EVGA,GeForce RTX 2080 FTW3 ULTRA GAMING,,Y,6604,1030,343,25,40,1.1,,RGB,8,1620,1860,1960,2100,1300,1750,2000,2200,302,215,SLI,3.0,95,20,8-pin + 8-pin,RTX,10.0,10.5,10278,18496.0,1.7995719011480833,11222.0,20300.0,0.033804,0.01013,-14.5626,0.032748,0.009282,-17.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-53.8782,,,,,,,,,105,Prefabs/GPU/EVGA/GPU_EVGA_GEFORCE_RTX_2080,EVGA GeForce RTX 2080 FTW3 ULTRA GAMING
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,GIGABYTE,AORUS GeForce RTX 2080 XTREME 8G,,Y,6722,1050,350,25,80,1.1,,RGB,8,1780,1890,1960,2000,1334,1767,2000,2200,290,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.0,10.5,10469,18941.0,1.8092463463559079,11222.0,20300.0,0.033804,0.01013,-14.5626,0.032748,0.009282,-17.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-53.8782,,,,,,,,,105,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2080_And_Ti,GIGABYTE AORUS GeForce RTX 2080 XTREME 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,MSI,GeForce RTX 2080 Titanium 8G,Y,Y,6382,1000,421,26,25,,,RGB,8,1300,1750,2000,2200,1300,1800,2100,2300,279,230,SLI,2.0,95,20,8-pin + 6-pin,GTX,10.5,10.5,9921,17139.0,1.882601880877743,7395.0,14160.0,0.033804,0.01013,-13.5626,0.032748,0.009282,-16.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-52.8782,,,,,,,,,105,Prefabs/GPU/MSI/MSI_GTX1070Ti_TITANIUM_9G,MSI GeForce RTX 2080 Titanium 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,NVIDIA,GeForce RTX 2080 Founders Edition,,Y,6096,950,317,25,1,1.0,,Green,8,1320,1710,1960,2100,1300,1750,2000,2200,267,215,SLI,2.0,95,20,8-pin + 6-pin,RTX,10.0,10.5,9459,16411.0,1.73496141241146,11222.0,20300.0,0.033804,0.01013,-14.5626,0.032748,0.009282,-17.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-53.8782,,,,,,,,,105,Prefabs/GPU/NVidia/GPU_Nvidia_RTX_2080,NVIDIA GeForce RTX 2080 Founders Edition
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,ASUS,ROG STRIX GeForce RTX 2080 SUPER Series,,Y,6805,1050,350,28,60,1.6,PC,RGB,8,1680,1890,2000,2100,1574,1937,2150,2300,300,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.2,10.5,10672,20669.0,1.9367503748125936,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,Prefabs/GPU/ASUS/GPU_ASUS_ROG_Strix_GeForce_RTX2070_Super,ASUS ROG STRIX GeForce RTX 2080 SUPER Series
