Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Size (GB),Frequency,RAM Type,Voltage,Size each (GB),Number,Price per GB,Part Name (Base),DLC2 Random Jobs,OC Base Voltage,OC Base Freq,Asset Path,Full Part Name
Memory,ADATA,ECC U-DIMM 8X 64 GB 2933 MHz,Y,Y,1240,760,17,95,,,,64,2933,DDR4 (ECC) 8X,1.25,64,1,19.4,ECC U-DIMM 8X,,1.58,3600,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA ECC U-DIMM 8X 64 GB 2933 MHz
Memory,ADATA,ECC U-DIMM 8X 64 GB 3200 MHz,Y,Y,1360,920,18,35,,,,64,3200,DDR4 (ECC) 8X,1.25,64,1,21.3,ECC U-DIMM 8X,,1.58,3800,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA ECC U-DIMM 8X 64 GB 3200 MHz
Memory,ADATA,Premier Series 4 GB 2133 MHz,,Y,35,12,2,1,1.0,,,4,2133,DDR4,1.2,4,1,8.8,Premier Series,,1.65,2282,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA Premier Series 4 GB 2133 MHz
Memory,ADATA,Premier Series 8 GB 2133 MHz,,Y,60,20,2,1,1.0,,,8,2133,DDR4,1.2,8,1,7.5,Premier Series,,1.65,2282,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA Premier Series 8 GB 2133 MHz
Memory,ADATA,Premier Series DDR5 16 GB 4800 MHz,Y,Y,630,485,31,1,,,,16,4800,DDR5,1.1,16,1,8.8,Premier Series DDR5,,1.85,5425,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA Premier Series DDR5 16 GB 4800 MHz
Memory,ADATA,Premier Series DDR5 32 GB 4800 MHz,Y,Y,760,615,32,1,,,,32,4800,DDR5,1.1,32,1,8.8,Premier Series DDR5,,1.85,5300,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA Premier Series DDR5 32 GB 4800 MHz
Memory,ADATA,Premier Series DDR5 64 GB 4800 MHz,Y,Y,990,845,33,50,,,,64,4800,DDR5,1.1,64,1,8.8,Premier Series DDR5,,1.85,5175,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA Premier Series DDR5 64 GB 4800 MHz
Memory,ADATA,Premier Series DDR5 8 GB 4800 MHz,Y,Y,500,385,31,1,,,,8,4800,DDR5,1.1,8,1,8.8,Premier Series DDR5,,1.85,5550,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA Premier Series DDR5 8 GB 4800 MHz
Memory,ADATA,RDIMM DDR5 16 GB 3200 MHz,Y,Y,450,285,35,35,,,,16,3200,DDR5 (RDIMM),1.1,16,1,9.3,RDIMM DDR5,,1.58,3900,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 16 GB 3200 MHz
Memory,ADATA,RDIMM DDR5 16 GB 4800 MHz,Y,Y,790,625,35,70,,,,16,4800,DDR5 (RDIMM),1.1,16,1,9.3,RDIMM DDR5,,1.58,5500,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 16 GB 4800 MHz
Memory,ADATA,RDIMM DDR5 16 GB 5600 MHz,Y,Y,885,715,36,5,,,,16,5600,DDR5 (RDIMM),1.1,16,1,9.3,RDIMM DDR5,,1.58,6300,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 16 GB 5600 MHz
Memory,ADATA,RDIMM DDR5 16 GB 6400 MHz,Y,Y,990,820,36,40,,,,16,6400,DDR5 (RDIMM),1.1,16,1,9.3,RDIMM DDR5,,1.58,7100,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 16 GB 6400 MHz
Memory,ADATA,RDIMM DDR5 16 GB 7200 MHz,Y,Y,1100,1020,36,75,,,,16,7200,DDR5 (RDIMM),1.1,16,1,9.3,RDIMM DDR5,,1.58,8200,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 16 GB 7200 MHz
Memory,ADATA,RDIMM DDR5 16 GB 8400 MHz,Y,Y,1250,1170,37,10,,,,16,8400,DDR5 (RDIMM),1.1,16,1,9.3,RDIMM DDR5,,1.58,8900,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 16 GB 8400 MHz
Memory,ADATA,RDIMM DDR5 2X 128 GB 3200 MHz,Y,Y,1790,1460,37,1,,,,128,3200,DDR5 (RDIMM) 2X,1.1,128,1,9.3,RDIMM DDR5 2X,,1.58,3500,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 128 GB 3200 MHz
Memory,ADATA,RDIMM DDR5 2X 128 GB 4800 MHz,Y,Y,2470,2140,37,30,,,,128,4800,DDR5 (RDIMM) 2X,1.1,128,1,9.3,RDIMM DDR5 2X,,1.58,5100,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 128 GB 4800 MHz
Memory,ADATA,RDIMM DDR5 2X 128 GB 5600 MHz,Y,Y,2670,2340,37,75,,,,128,5600,DDR5 (RDIMM) 2X,1.1,128,1,9.3,RDIMM DDR5 2X,,1.58,6000,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 128 GB 5600 MHz
Memory,ADATA,RDIMM DDR5 2X 128 GB 6400 MHz,Y,Y,2900,2740,38,1,,,,128,6400,DDR5 (RDIMM) 2X,1.1,128,1,9.3,RDIMM DDR5 2X,,1.58,6700,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 128 GB 6400 MHz
Memory,ADATA,RDIMM DDR5 2X 128 GB 7200 MHz,Y,Y,3300,3140,38,35,,,,128,7200,DDR5 (RDIMM) 2X,1.1,128,1,9.3,RDIMM DDR5 2X,,1.58,7800,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 128 GB 7200 MHz
Memory,ADATA,RDIMM DDR5 2X 128 GB 8400 MHz,Y,Y,3600,3440,38,65,,,,128,8400,DDR5 (RDIMM) 2X,1.1,128,1,9.3,RDIMM DDR5 2X,,1.58,8500,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 128 GB 8400 MHz
Memory,ADATA,RDIMM DDR5 2X 32 GB 3200 MHz,Y,Y,900,570,36,35,,,,32,3200,DDR5 (RDIMM) 2X,1.1,32,1,9.3,RDIMM DDR5 2X,,1.58,3800,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 32 GB 3200 MHz
Memory,ADATA,RDIMM DDR5 2X 32 GB 4800 MHz,Y,Y,1580,1250,36,70,,,,32,4800,DDR5 (RDIMM) 2X,1.1,32,1,9.3,RDIMM DDR5 2X,,1.58,5400,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 32 GB 4800 MHz
Memory,ADATA,RDIMM DDR5 2X 32 GB 5600 MHz,Y,Y,1770,1430,37,5,,,,32,5600,DDR5 (RDIMM) 2X,1.1,32,1,9.3,RDIMM DDR5 2X,,1.58,6200,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 32 GB 5600 MHz
Memory,ADATA,RDIMM DDR5 2X 32 GB 6400 MHz,Y,Y,1980,1640,37,40,,,,32,6400,DDR5 (RDIMM) 2X,1.1,32,1,9.3,RDIMM DDR5 2X,,1.58,7000,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 32 GB 6400 MHz
Memory,ADATA,RDIMM DDR5 2X 32 GB 7200 MHz,Y,Y,2200,2040,37,75,,,,32,7200,DDR5 (RDIMM) 2X,1.1,32,1,9.3,RDIMM DDR5 2X,,1.58,8100,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 32 GB 7200 MHz
Memory,ADATA,RDIMM DDR5 2X 32 GB 8400 MHz,Y,Y,2500,2340,38,10,,,,32,8400,DDR5 (RDIMM) 2X,1.1,32,1,9.3,RDIMM DDR5 2X,,1.58,8800,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 32 GB 8400 MHz
Memory,ADATA,RDIMM DDR5 2X 64 GB 3200 MHz,Y,Y,1220,890,36,50,,,,64,3200,DDR5 (RDIMM) 2X,1.1,64,1,9.3,RDIMM DDR5 2X,,1.58,3700,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 64 GB 3200 MHz
Memory,ADATA,RDIMM DDR5 2X 64 GB 4800 MHz,Y,Y,1900,1570,36,85,,,,64,4800,DDR5 (RDIMM) 2X,1.1,64,1,9.3,RDIMM DDR5 2X,,1.58,5300,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 64 GB 4800 MHz
Memory,ADATA,RDIMM DDR5 2X 64 GB 5600 MHz,Y,Y,2100,1770,37,15,,,,64,5600,DDR5 (RDIMM) 2X,1.1,64,1,9.3,RDIMM DDR5 2X,,1.58,6200,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 64 GB 5600 MHz
Memory,ADATA,RDIMM DDR5 2X 64 GB 6400 MHz,Y,Y,2300,1840,37,45,,,,64,6400,DDR5 (RDIMM) 2X,1.1,64,1,9.3,RDIMM DDR5 2X,,1.58,6900,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 64 GB 6400 MHz
Memory,ADATA,RDIMM DDR5 2X 64 GB 7200 MHz,Y,Y,2500,2340,37,80,,,,64,7200,DDR5 (RDIMM) 2X,1.1,64,1,9.3,RDIMM DDR5 2X,,1.58,8000,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 64 GB 7200 MHz
Memory,ADATA,RDIMM DDR5 2X 64 GB 8400 MHz,Y,Y,2800,2840,38,10,,,,64,8400,DDR5 (RDIMM) 2X,1.1,64,1,9.3,RDIMM DDR5 2X,,1.58,8700,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 2X 64 GB 8400 MHz
Memory,ADATA,RDIMM DDR5 32 GB 3200 MHz,Y,Y,610,445,35,50,,,,32,3200,DDR5 (RDIMM),1.1,32,1,9.3,RDIMM DDR5,,1.58,3800,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 32 GB 3200 MHz
Memory,ADATA,RDIMM DDR5 32 GB 4800 MHz,Y,Y,950,785,35,85,,,,32,4800,DDR5 (RDIMM),1.1,32,1,9.3,RDIMM DDR5,,1.58,5400,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 32 GB 4800 MHz
Memory,ADATA,RDIMM DDR5 32 GB 5600 MHz,Y,Y,1050,885,36,15,,,,32,5600,DDR5 (RDIMM),1.1,32,1,9.3,RDIMM DDR5,,1.58,6300,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 32 GB 5600 MHz
Memory,ADATA,RDIMM DDR5 32 GB 6400 MHz,Y,Y,1150,920,36,45,,,,32,6400,DDR5 (RDIMM),1.1,32,1,9.3,RDIMM DDR5,,1.58,7000,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 32 GB 6400 MHz
Memory,ADATA,RDIMM DDR5 32 GB 7200 MHz,Y,Y,1250,1170,36,80,,,,32,7200,DDR5 (RDIMM),1.1,32,1,9.3,RDIMM DDR5,,1.58,8100,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 32 GB 7200 MHz
Memory,ADATA,RDIMM DDR5 32 GB 8400 MHz,Y,Y,1400,1420,37,10,,,,32,8400,DDR5 (RDIMM),1.1,32,1,9.3,RDIMM DDR5,,1.58,8800,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 32 GB 8400 MHz
Memory,ADATA,RDIMM DDR5 64 GB 3200 MHz,Y,Y,895,730,36,1,,,,64,3200,DDR5 (RDIMM),1.1,64,1,9.3,RDIMM DDR5,,1.58,3600,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 64 GB 3200 MHz
Memory,ADATA,RDIMM DDR5 64 GB 4800 MHz,Y,Y,1235,1070,36,30,,,,64,4800,DDR5 (RDIMM),1.1,64,1,9.3,RDIMM DDR5,,1.58,5200,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 64 GB 4800 MHz
Memory,ADATA,RDIMM DDR5 64 GB 5600 MHz,Y,Y,1335,1170,36,75,,,,64,5600,DDR5 (RDIMM),1.1,64,1,9.3,RDIMM DDR5,,1.58,6100,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 64 GB 5600 MHz
Memory,ADATA,RDIMM DDR5 64 GB 6400 MHz,Y,Y,1450,1370,37,1,,,,64,6400,DDR5 (RDIMM),1.1,64,1,9.3,RDIMM DDR5,,1.58,6800,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 64 GB 6400 MHz
Memory,ADATA,RDIMM DDR5 64 GB 7200 MHz,Y,Y,1650,1570,37,35,,,,64,7200,DDR5 (RDIMM),1.1,64,1,9.3,RDIMM DDR5,,1.58,7900,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 64 GB 7200 MHz
Memory,ADATA,RDIMM DDR5 64 GB 8400 MHz,Y,Y,1800,1720,37,65,,,,64,8400,DDR5 (RDIMM),1.1,64,1,9.3,RDIMM DDR5,,1.58,8600,Prefabs/RAM/ADATA/ADATA_Premier_DDR4,ADATA RDIMM DDR5 64 GB 8400 MHz
Memory,ADATA,SPECTRIX D40 RGB 8 GB 4000 MHz,,Y,150,50,24,20,1.0,,RGB,8,4000,DDR4,1.35,8,1,18.8,SPECTRIX D40 RGB,,1.65,4280,Prefabs/RAM/XPG/XPG_Spectrix_D40,ADATA SPECTRIX D40 RGB 8 GB 4000 MHz
Memory,ADATA,SPECTRIX D40 RGB 8 GB 4133 MHz,,Y,170,57,24,40,1.0,,RGB,8,4133,DDR4,1.4,8,1,21.3,SPECTRIX D40 RGB,,1.65,4422,Prefabs/RAM/XPG/XPG_Spectrix_D40,ADATA SPECTRIX D40 RGB 8 GB 4133 MHz
Memory,ADATA,SPECTRIX D40 RGB 8 GB 4266 MHz,,Y,190,63,24,60,1.0,,RGB,8,4266,DDR4,1.4,8,1,23.8,SPECTRIX D40 RGB,,1.65,4564,Prefabs/RAM/XPG/XPG_Spectrix_D40,ADATA SPECTRIX D40 RGB 8 GB 4266 MHz
Memory,ADATA,SPECTRIX D40 RGB 8 GB 4400 MHz,,Y,230,77,24,80,1.0,,RGB,8,4400,DDR4,1.4,8,1,28.8,SPECTRIX D40 RGB,,1.65,4708,Prefabs/RAM/XPG/XPG_Spectrix_D40,ADATA SPECTRIX D40 RGB 8 GB 4400 MHz
Memory,ADATA,SPECTRIX D41 RGB (Red) 8 GB 3000 MHz,,Y,110,37,19,20,1.0,,RGB,8,3000,DDR4,1.35,8,1,13.8,SPECTRIX D41 RGB (Red),,1.65,3210,Prefabs/RAM/XPG/XPG_Spectrix_D41,ADATA SPECTRIX D41 RGB (Red) 8 GB 3000 MHz
Memory,ADATA,SPECTRIX D41 RGB (Red) 8 GB 3200 MHz,,Y,120,40,19,50,1.0,,RGB,8,3200,DDR4,1.35,8,1,15.0,SPECTRIX D41 RGB (Red),,1.65,3424,Prefabs/RAM/XPG/XPG_Spectrix_D41,ADATA SPECTRIX D41 RGB (Red) 8 GB 3200 MHz
Memory,ADATA,SPECTRIX D41 RGB (Red) 8 GB 3600 MHz,,Y,130,43,19,80,1.0,,RGB,8,3600,DDR4,1.35,8,1,16.3,SPECTRIX D41 RGB (Red),,1.65,3852,Prefabs/RAM/XPG/XPG_Spectrix_D41,ADATA SPECTRIX D41 RGB (Red) 8 GB 3600 MHz
Memory,ADATA,SPECTRIX D45 RGB (Red) 16 GB 6000 MHz,Y,Y,750,545,34,85,,,RGB,16,6000,DDR5,1.1,16,1,13.8,SPECTRIX D45 RGB (Red),,1.85,6675,Prefabs/RAM/XPG/XPG_Spectrix_D41,ADATA SPECTRIX D45 RGB (Red) 16 GB 6000 MHz
Memory,ADATA,SPECTRIX D45 RGB (Red) 32 GB 6000 MHz,Y,Y,880,765,36,35,,,RGB,32,6000,DDR5,1.1,32,1,13.8,SPECTRIX D45 RGB (Red),,1.85,6550,Prefabs/RAM/XPG/XPG_Spectrix_D41,ADATA SPECTRIX D45 RGB (Red) 32 GB 6000 MHz
Memory,ADATA,SPECTRIX D45 RGB (Red) 64 GB 6000 MHz,Y,Y,1110,995,37,85,,,RGB,64,6000,DDR5,1.1,64,1,13.8,SPECTRIX D45 RGB (Red),,1.85,6425,Prefabs/RAM/XPG/XPG_Spectrix_D41,ADATA SPECTRIX D45 RGB (Red) 64 GB 6000 MHz
Memory,ADATA,SPECTRIX D45 RGB (Red) 8 GB 6000 MHz,Y,Y,620,505,34,85,,,RGB,8,6000,DDR5,1.1,8,1,13.8,SPECTRIX D45 RGB (Red),,1.85,6800,Prefabs/RAM/XPG/XPG_Spectrix_D41,ADATA SPECTRIX D45 RGB (Red) 8 GB 6000 MHz
Memory,ADATA,SPECTRIX D60G RGB 16 GB 3000 MHz,,Y,200,67,19,25,1.6,PC,RGB,16,3000,DDR4,1.35,16,1,12.5,SPECTRIX D60G RGB,,1.65,3210,Prefabs/RAM/ADATA/RAM_ADATA_Spectrix_D60G_DDR4_RGB_3000_16,ADATA SPECTRIX D60G RGB 16 GB 3000 MHz
Memory,ADATA,SPECTRIX D60G RGB 16 GB 3200 MHz,,Y,220,73,19,25,1.6,PC,RGB,16,3200,DDR4,1.35,16,1,13.8,SPECTRIX D60G RGB,,1.65,3424,Prefabs/RAM/ADATA/RAM_ADATA_Spectrix_D60G_DDR4_RGB_3200_16,ADATA SPECTRIX D60G RGB 16 GB 3200 MHz
Memory,ADATA,SPECTRIX D60G RGB 8 GB 3000 MHz,,Y,110,37,19,25,1.6,PC,RGB,8,3000,DDR4,1.35,8,1,13.8,SPECTRIX D60G RGB,,1.65,3210,Prefabs/RAM/ADATA/RAM_ADATA_Spectrix_D60G_DDR4_RGB_3000_8,ADATA SPECTRIX D60G RGB 8 GB 3000 MHz
Memory,ADATA,SPECTRIX D60G RGB 8 GB 3200 MHz,,Y,120,40,19,25,1.6,PC,RGB,8,3200,DDR4,1.35,8,1,15.0,SPECTRIX D60G RGB,,1.65,3424,Prefabs/RAM/ADATA/RAM_ADATA_Spectrix_D60G_DDR4_RGB_3200_8,ADATA SPECTRIX D60G RGB 8 GB 3200 MHz
Memory,ADATA,SPECTRIX D60G RGB 8 GB 3600 MHz,,Y,130,43,19,25,1.6,PC,RGB,8,3600,DDR4,1.4,8,1,16.3,SPECTRIX D60G RGB,,1.65,3852,Prefabs/RAM/ADATA/RAM_ADATA_Spectrix_D60G_DDR4_RGB_3600_8,ADATA SPECTRIX D60G RGB 8 GB 3600 MHz
Memory,ADATA,SPECTRIX D60G RGB 8 GB 4133 MHz,,Y,170,57,19,25,1.6,PC,RGB,8,4133,DDR4,1.4,8,1,21.3,SPECTRIX D60G RGB,,1.65,4422,Prefabs/RAM/ADATA/RAM_ADATA_Spectrix_D60G_DDR4_RGB_4133_8,ADATA SPECTRIX D60G RGB 8 GB 4133 MHz
Memory,ADATA,SPECTRIX D60X RGB 8 GB 5600 MHz,Y,Y,565,230,31,55,,PC,RGB,8,5600,DDR4,1.35,8,1,13.8,SPECTRIX D60X RGB,,1.75,6900,Prefabs/RAM/ADATA/RAM_ADATA_Spectrix_D60G_DDR4_RGB_3000_8,ADATA SPECTRIX D60X RGB 8 GB 5600 MHz
Memory,ADATA,SPECTRIX D80 RGB 8 GB 3000 MHz,,Y,110,37,23,10,1.0,,RGB,8,3000,DDR4,1.35,8,1,13.8,SPECTRIX D80 RGB,,1.65,3210,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D80 RGB 8 GB 3000 MHz
Memory,ADATA,SPECTRIX D80 RGB 8 GB 3200 MHz,,Y,120,40,23,20,1.0,,RGB,8,3200,DDR4,1.35,8,1,15.0,SPECTRIX D80 RGB,,1.65,3424,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D80 RGB 8 GB 3200 MHz
Memory,ADATA,SPECTRIX D80 RGB 8 GB 3600 MHz,,Y,130,43,23,50,1.0,,RGB,8,3600,DDR4,1.35,8,1,16.3,SPECTRIX D80 RGB,,1.65,3852,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D80 RGB 8 GB 3600 MHz
Memory,ADATA,SPECTRIX D80 RGB 8 GB 4133 MHz,,Y,170,57,23,80,1.0,,RGB,8,4133,DDR4,1.35,8,1,21.3,SPECTRIX D80 RGB,,1.65,4422,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D80 RGB 8 GB 4133 MHz
Memory,ADATA,SPECTRIX D80 RGB 8 GB 4600 MHz,Y,Y,235,60,24,10,,,RGB,8,4600,DDR4,1.35,8,1,29.3,SPECTRIX D80 RGB,,1.7,5300,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D80 RGB 8 GB 4600 MHz
Memory,ADATA,SPECTRIX D80X RGB 8 GB 5600 MHz,Y,Y,575,210,31,35,,,RGB,8,5600,DDR4,1.35,8,1,29.3,SPECTRIX D80X RGB,,1.75,6200,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D80X RGB 8 GB 5600 MHz
Memory,ADATA,SPECTRIX D85 RGB 16 GB 6400 MHz,Y,Y,790,675,35,35,,,RGB,16,6400,DDR5,1.1,16,1,13.8,SPECTRIX D85 RGB,,1.85,7225,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D85 RGB 16 GB 6400 MHz
Memory,ADATA,SPECTRIX D85 RGB 32 GB 6400 MHz,Y,Y,920,805,36,35,,,RGB,32,6400,DDR5,1.1,32,1,13.8,SPECTRIX D85 RGB,,1.85,7100,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D85 RGB 32 GB 6400 MHz
Memory,ADATA,SPECTRIX D85 RGB 64 GB 6400 MHz,Y,Y,1160,1045,37,85,,,RGB,64,6400,DDR5,1.1,64,1,13.8,SPECTRIX D85 RGB,,1.85,6975,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D85 RGB 64 GB 6400 MHz
Memory,ADATA,SPECTRIX D85 RGB 8 GB 6400 MHz,Y,Y,660,545,35,35,,,RGB,8,6400,DDR5,1.1,8,1,13.8,SPECTRIX D85 RGB,,1.85,7350,Prefabs/RAM/XPG/XPG_Spectrix_D80,ADATA SPECTRIX D85 RGB 8 GB 6400 MHz
Memory,ADATA,XPG Dazzle (Red LED) 16 GB 2400 MHz,,Y,135,45,6,1,1.0,,Red,16,2400,DDR4,1.2,16,1,8.4,XPG Dazzle (Red LED),,1.65,2568,Prefabs/RAM/XPG/XPG_Dazzle_DDR4,ADATA XPG Dazzle (Red LED) 16 GB 2400 MHz
Memory,ADATA,XPG Dazzle (Red LED) 16 GB 3000 MHz,,Y,195,65,6,1,1.0,,Red,16,3000,DDR4,1.35,16,1,12.2,XPG Dazzle (Red LED),,1.65,3210,Prefabs/RAM/XPG/XPG_Dazzle_DDR4,ADATA XPG Dazzle (Red LED) 16 GB 3000 MHz
Memory,ADATA,XPG Dazzle (Red LED) 8 GB 2400 MHz,,Y,75,25,6,1,1.0,,Red,8,2400,DDR4,1.2,8,1,9.4,XPG Dazzle (Red LED),,1.65,2568,Prefabs/RAM/XPG/XPG_Dazzle_DDR4,ADATA XPG Dazzle (Red LED) 8 GB 2400 MHz
Memory,ADATA,XPG Dazzle (Red LED) 8 GB 3000 MHz,,Y,105,35,6,1,1.0,,Red,8,3000,DDR4,1.35,8,1,13.1,XPG Dazzle (Red LED),,1.65,3210,Prefabs/RAM/XPG/XPG_Dazzle_DDR4,ADATA XPG Dazzle (Red LED) 8 GB 3000 MHz
Memory,ADATA,XPG Flame 16 GB 3000 MHz,,Y,190,63,13,1,1.0,,,16,3000,DDR4,1.35,16,1,11.9,XPG Flame,,1.65,3210,Prefabs/RAM/XPG/XPG_Flame_DDR4,ADATA XPG Flame 16 GB 3000 MHz
Memory,ADATA,XPG Flame 8 GB 2666 MHz,,Y,80,27,13,1,1.0,,,8,2666,DDR4,1.2,8,1,10.0,XPG Flame,,1.65,2852,Prefabs/RAM/XPG/XPG_Flame_DDR4,ADATA XPG Flame 8 GB 2666 MHz
Memory,ADATA,XPG Flame 8 GB 3000 MHz,,Y,100,33,13,1,1.0,,,8,3000,DDR4,1.35,8,1,12.5,XPG Flame,,1.65,3210,Prefabs/RAM/XPG/XPG_Flame_DDR4,ADATA XPG Flame 8 GB 3000 MHz
Memory,ADATA,XPG GAMMIX D10 4 GB 2400 MHz,,Y,40,13,5,35,1.0,,,4,2400,DDR4,1.2,4,1,10.0,XPG GAMMIX D10,,1.65,2568,Prefabs/RAM/XPG/XPG_Gammix_D10,ADATA XPG GAMMIX D10 4 GB 2400 MHz
Memory,ADATA,XPG GAMMIX D10 4 GB 2666 MHz,,Y,45,15,5,35,1.0,,,4,2666,DDR4,1.2,4,1,11.3,XPG GAMMIX D10,,1.65,2852,Prefabs/RAM/XPG/XPG_Gammix_D10,ADATA XPG GAMMIX D10 4 GB 2666 MHz
Memory,ADATA,XPG GAMMIX D10 8 GB 2400 MHz,,Y,70,23,5,35,1.0,,,8,2400,DDR4,1.2,8,1,8.8,XPG GAMMIX D10,,1.65,2568,Prefabs/RAM/XPG/XPG_Gammix_D10,ADATA XPG GAMMIX D10 8 GB 2400 MHz
Memory,ADATA,XPG GAMMIX D10 8 GB 2666 MHz,,Y,80,27,5,35,1.0,,,8,2666,DDR4,1.2,8,1,10.0,XPG GAMMIX D10,,1.65,2852,Prefabs/RAM/XPG/XPG_Gammix_D10,ADATA XPG GAMMIX D10 8 GB 2666 MHz
Memory,ADATA,XPG GAMMIX D20 16 GB 5200 MHz,Y,Y,670,525,31,35,,,,16,5200,DDR5,1.1,16,1,10.0,XPG GAMMIX D20,,1.85,5825,Prefabs/RAM/XPG/XPG_Gammix_D10,ADATA XPG GAMMIX D20 16 GB 5200 MHz
Memory,ADATA,XPG GAMMIX D20 32 GB 5200 MHz,Y,Y,800,755,32,35,,,,32,5200,DDR5,1.1,32,1,10.0,XPG GAMMIX D20,,1.85,5700,Prefabs/RAM/XPG/XPG_Gammix_D10,ADATA XPG GAMMIX D20 32 GB 5200 MHz
Memory,ADATA,XPG GAMMIX D20 64 GB 5200 MHz,Y,Y,1030,985,33,85,,,,64,5200,DDR5,1.1,64,1,10.0,XPG GAMMIX D20,,1.85,5675,Prefabs/RAM/XPG/XPG_Gammix_D10,ADATA XPG GAMMIX D20 64 GB 5200 MHz
Memory,ADATA,XPG GAMMIX D20 8 GB 5200 MHz,Y,Y,540,425,31,35,,,,8,5200,DDR5,1.1,8,1,10.0,XPG GAMMIX D20,,1.85,5950,Prefabs/RAM/XPG/XPG_Gammix_D10,ADATA XPG GAMMIX D20 8 GB 5200 MHz
Memory,ADATA,XPG Z1 8 GB 4000 MHz,,Y,140,47,14,1,1.0,,,8,4000,DDR4,1.35,8,1,17.5,XPG Z1,,1.65,4280,Prefabs/RAM/XPG/XPG_Z1_DDR4,ADATA XPG Z1 8 GB 4000 MHz
